pearsons_correlation,Metadata_treatment,reference,Metadata_Pathway
0.2221522650955955,UCD-0018207,Healthy,Neuronal Signaling
0.03547520186990697,UCD-0018207,Healthy,Neuronal Signaling
0.09598143239730475,UCD-0018207,Healthy,Neuronal Signaling
-0.007929675331584405,UCD-0018207,Healthy,Neuronal Signaling
0.1619156125982745,UCD-0018207,Healthy,Neuronal Signaling
-0.051145334670753065,UCD-0018207,Healthy,Neuronal Signaling
0.01281682796115851,UCD-0018207,Healthy,Neuronal Signaling
-0.0980066416162287,UCD-0018207,Healthy,Neuronal Signaling
0.0640908431720239,UCD-0018207,Healthy,Neuronal Signaling
-0.021086826151685643,UCD-0018207,Healthy,Neuronal Signaling
0.03545226502323074,UCD-0018207,Healthy,Neuronal Signaling
-0.10779844800401252,UCD-0018207,Healthy,Neuronal Signaling
0.04275547806083159,UCD-0018207,Healthy,Neuronal Signaling
-0.11541879960838367,UCD-0018207,Healthy,Neuronal Signaling
-0.052032547997804005,UCD-0018207,Healthy,Neuronal Signaling
-0.15126541872200958,UCD-0018207,Healthy,Neuronal Signaling
0.0035804970811167333,UCD-0018207,Healthy,Neuronal Signaling
-0.1782006958084146,UCD-0018207,Healthy,Neuronal Signaling
-0.0671476094943073,UCD-0018207,Healthy,Neuronal Signaling
-0.15752016601611216,UCD-0018207,Healthy,Neuronal Signaling
-0.026360565985205333,UCD-0018207,Healthy,Neuronal Signaling
-0.28873376718266375,UCD-0018207,Healthy,Neuronal Signaling
-0.20331951872563184,UCD-0018207,Healthy,Neuronal Signaling
-0.2749743482939859,UCD-0018207,Healthy,Neuronal Signaling
-0.14137999864487855,UCD-0018207,Healthy,Neuronal Signaling
0.11488121929946211,UCD-0018207,Healthy,Neuronal Signaling
0.23734047350719065,UCD-0018207,Healthy,Neuronal Signaling
0.15105290599622379,UCD-0018207,Healthy,Neuronal Signaling
0.21640447488456685,UCD-0018207,Healthy,Neuronal Signaling
0.2649670070920681,UCD-0018207,Healthy,Neuronal Signaling
0.35485672782297667,UCD-0018207,Healthy,Neuronal Signaling
0.3021146697883597,UCD-0018207,Healthy,Neuronal Signaling
0.344343001518925,UCD-0018207,Healthy,Neuronal Signaling
0.28319008204835544,UCD-0018207,Healthy,Neuronal Signaling
0.37407946666108477,UCD-0018207,Healthy,Neuronal Signaling
0.2800068054287726,UCD-0018207,Healthy,Neuronal Signaling
0.42629059539226305,UCD-0018207,Healthy,Neuronal Signaling
0.2480008881210805,UCD-0018207,Healthy,Neuronal Signaling
0.35276973231115816,UCD-0018207,Healthy,Neuronal Signaling
0.33575689622723875,UCD-0018207,Healthy,Neuronal Signaling
0.3880461879565411,UCD-0018207,Healthy,Neuronal Signaling
0.23289077329812027,UCD-0018207,Healthy,Neuronal Signaling
0.2946881495108448,UCD-0018207,Healthy,Neuronal Signaling
0.19446350298557732,UCD-0018207,Healthy,Neuronal Signaling
0.30914766533750715,UCD-0018207,Healthy,Neuronal Signaling
0.059363960452191694,UCD-0018207,Healthy,Neuronal Signaling
0.14588398395152302,UCD-0018207,Healthy,Neuronal Signaling
0.06436196698025003,UCD-0018207,Healthy,Neuronal Signaling
0.1648979135967954,UCD-0018207,Healthy,Neuronal Signaling
0.015840661922558043,UCD-0018207,Healthy,Neuronal Signaling
0.09969660588654335,UCD-0018207,Healthy,Neuronal Signaling
0.003976173677620298,UCD-0018207,Healthy,Neuronal Signaling
0.15864041362942907,UCD-0018207,Healthy,Neuronal Signaling
-0.032594393110428804,UCD-0018207,Healthy,Neuronal Signaling
-0.022727181748726608,UCD-0018207,Healthy,Neuronal Signaling
-0.14728236061023822,UCD-0018207,Healthy,Neuronal Signaling
0.09743144224465336,UCD-0018207,Healthy,Neuronal Signaling
0.3352773718560132,UCD-0159256,Healthy,Apoptosis
0.23911072276214,UCD-0159256,Healthy,Apoptosis
0.3256112966780519,UCD-0159256,Healthy,Apoptosis
0.34980880501794215,UCD-0159256,Healthy,Apoptosis
0.36543850015310236,UCD-0159256,Healthy,Apoptosis
0.2566897228764332,UCD-0159256,Healthy,Apoptosis
0.3546430347902396,UCD-0159256,Healthy,Apoptosis
0.36319512165841655,UCD-0159256,Healthy,Apoptosis
0.41409940948788243,UCD-0159256,Healthy,Apoptosis
0.3215614427168666,UCD-0159256,Healthy,Apoptosis
0.450035339944954,UCD-0159256,Healthy,Apoptosis
0.45065670180552114,UCD-0159256,Healthy,Apoptosis
0.5263647194443161,UCD-0159256,Healthy,Apoptosis
0.4403172038920176,UCD-0159256,Healthy,Apoptosis
0.5618429630905666,UCD-0159256,Healthy,Apoptosis
0.5506787392173353,UCD-0159256,Healthy,Apoptosis
0.41240990372160014,UCD-0159256,Healthy,Apoptosis
0.3489037437184591,UCD-0159256,Healthy,Apoptosis
0.3796846379232855,UCD-0159256,Healthy,Apoptosis
0.4592348395247866,UCD-0159256,Healthy,Apoptosis
0.3100340378583294,UCD-0159256,Healthy,Apoptosis
0.2248310819003607,UCD-0159256,Healthy,Apoptosis
0.27182953175104524,UCD-0159256,Healthy,Apoptosis
0.30697406131628674,UCD-0159256,Healthy,Apoptosis
0.37803849732260253,UCD-0159256,Healthy,Apoptosis
0.3109626790742681,UCD-0159256,Healthy,Apoptosis
0.41257511853126183,UCD-0159256,Healthy,Apoptosis
0.404732050993365,UCD-0159256,Healthy,Apoptosis
0.35676340634838327,UCD-0159256,Healthy,Apoptosis
0.3717864804883771,UCD-0159256,Healthy,Apoptosis
0.37090690023783535,UCD-0159256,Healthy,Apoptosis
0.37381492861572463,UCD-0159256,Healthy,Apoptosis
0.3390396666236176,UCD-0159256,Healthy,Apoptosis
0.22314530159063298,UCD-0159256,Healthy,Apoptosis
0.44297652496439,UCD-0159256,Healthy,Apoptosis
0.42159043356955744,UCD-0159256,Healthy,Apoptosis
0.42068777693450454,UCD-0159256,Healthy,Apoptosis
0.32835567682659095,UCD-0159256,Healthy,Apoptosis
0.42847734955606287,UCD-0159256,Healthy,Apoptosis
0.37816996491478094,UCD-0159256,Healthy,Apoptosis
0.46111325185969465,UCD-0159256,Healthy,Apoptosis
0.3921032860685343,UCD-0159256,Healthy,Apoptosis
0.538448602425911,UCD-0159256,Healthy,Apoptosis
0.46351562995015727,UCD-0159256,Healthy,Apoptosis
0.13816010544233295,UCD-0159256,Healthy,Apoptosis
0.12108684626901037,UCD-0159256,Healthy,Apoptosis
0.32080003628779347,UCD-0159256,Healthy,Apoptosis
0.23242475578149943,UCD-0159256,Healthy,Apoptosis
0.3764098387852021,UCD-0159256,Healthy,Apoptosis
0.26433448239186097,UCD-0159256,Healthy,Apoptosis
0.3850020578440983,UCD-0159256,Healthy,Apoptosis
0.41766899671404917,UCD-0159256,Healthy,Apoptosis
0.3427315586154916,UCD-0159256,Healthy,Apoptosis
0.2894086227303369,UCD-0159256,Healthy,Apoptosis
0.38753621893812573,UCD-0159256,Healthy,Apoptosis
0.41422896871730547,UCD-0159256,Healthy,Apoptosis
0.3458215531858307,UCD-0159256,Healthy,Apoptosis
0.27398979620564257,UCD-0159256,Healthy,Apoptosis
0.3834560299120009,UCD-0159256,Healthy,Apoptosis
0.34781601965379805,UCD-0159256,Healthy,Apoptosis
0.5333452461446039,UCD-0159256,Healthy,Apoptosis
0.4468384277725489,UCD-0159256,Healthy,Apoptosis
0.408406878678531,UCD-0159256,Healthy,Apoptosis
0.45257262360872735,UCD-0159256,Healthy,Apoptosis
0.6460006477381206,UCD-0159257,Healthy,DNA Damage
0.6392069302872805,UCD-0159257,Healthy,DNA Damage
0.5964117717064553,UCD-0159257,Healthy,DNA Damage
0.6200366736620919,UCD-0159257,Healthy,DNA Damage
0.6855196621100224,UCD-0159257,Healthy,DNA Damage
0.6926472417871327,UCD-0159257,Healthy,DNA Damage
0.6356867865370318,UCD-0159257,Healthy,DNA Damage
0.6593079635768836,UCD-0159257,Healthy,DNA Damage
0.6769285526453677,UCD-0159257,Healthy,DNA Damage
0.7289609674651423,UCD-0159257,Healthy,DNA Damage
0.6700090937627774,UCD-0159257,Healthy,DNA Damage
0.6730757850589878,UCD-0159257,Healthy,DNA Damage
0.6256959644520806,UCD-0159257,Healthy,DNA Damage
0.6927554527227195,UCD-0159257,Healthy,DNA Damage
0.6910872825037165,UCD-0159257,Healthy,DNA Damage
0.6168420955188116,UCD-0159257,Healthy,DNA Damage
0.6042719371958413,UCD-0159257,Healthy,DNA Damage
0.6372961974590083,UCD-0159257,Healthy,DNA Damage
0.6147547838963107,UCD-0159257,Healthy,DNA Damage
0.5613904753268385,UCD-0159257,Healthy,DNA Damage
0.6744437636066484,UCD-0159257,Healthy,DNA Damage
0.6892724461864447,UCD-0159257,Healthy,DNA Damage
0.5934155201226434,UCD-0159257,Healthy,DNA Damage
0.590494997321222,UCD-0159257,Healthy,DNA Damage
0.6609883155672363,UCD-0159257,Healthy,DNA Damage
0.6826514738985662,UCD-0159257,Healthy,DNA Damage
0.6218665556790343,UCD-0159257,Healthy,DNA Damage
0.6350627194685231,UCD-0159257,Healthy,DNA Damage
0.4787964221974916,UCD-0159257,Healthy,DNA Damage
0.5296126931626007,UCD-0159257,Healthy,DNA Damage
0.4469111121280431,UCD-0159257,Healthy,DNA Damage
0.4076949204791041,UCD-0159257,Healthy,DNA Damage
0.6618360788993702,UCD-0159257,Healthy,DNA Damage
0.708723503733774,UCD-0159257,Healthy,DNA Damage
0.696348752419368,UCD-0159257,Healthy,DNA Damage
0.7710476457643611,UCD-0159257,Healthy,DNA Damage
0.6056390922651613,UCD-0159257,Healthy,DNA Damage
0.6453850305103938,UCD-0159257,Healthy,DNA Damage
0.5722953229789096,UCD-0159257,Healthy,DNA Damage
0.6361902102490902,UCD-0159257,Healthy,DNA Damage
0.729320444038061,UCD-0159257,Healthy,DNA Damage
0.7591705753229073,UCD-0159257,Healthy,DNA Damage
0.7131892660820603,UCD-0159257,Healthy,DNA Damage
0.7291653247787971,UCD-0159257,Healthy,DNA Damage
0.5125790578132139,UCD-0159257,Healthy,DNA Damage
0.5618925921488626,UCD-0159257,Healthy,DNA Damage
0.495576953065669,UCD-0159257,Healthy,DNA Damage
0.5923659361520573,UCD-0159257,Healthy,DNA Damage
0.6400722918654959,UCD-0159257,Healthy,DNA Damage
0.6629875165050347,UCD-0159257,Healthy,DNA Damage
0.6220619593657397,UCD-0159257,Healthy,DNA Damage
0.6507188549207087,UCD-0159257,Healthy,DNA Damage
0.6030146140562036,UCD-0159257,Healthy,DNA Damage
0.6220929530630446,UCD-0159257,Healthy,DNA Damage
0.5741440232683092,UCD-0159257,Healthy,DNA Damage
0.6155335544738406,UCD-0159257,Healthy,DNA Damage
0.6965620995646206,UCD-0159257,Healthy,DNA Damage
0.7099688365228258,UCD-0159257,Healthy,DNA Damage
0.6041461418914332,UCD-0159257,Healthy,DNA Damage
0.6879504207399868,UCD-0159257,Healthy,DNA Damage
0.6941153471755166,UCD-0159257,Healthy,DNA Damage
0.6605396477292066,UCD-0159257,Healthy,DNA Damage
0.5929616977224451,UCD-0159257,Healthy,DNA Damage
0.5159278942121104,UCD-0159257,Healthy,DNA Damage
0.02205243894525474,UCD-0159258,Healthy,Angiogenesis
0.020773391991669204,UCD-0159258,Healthy,Angiogenesis
0.07179817782672027,UCD-0159258,Healthy,Angiogenesis
0.0470631107806951,UCD-0159258,Healthy,Angiogenesis
0.005772291623962835,UCD-0159258,Healthy,Angiogenesis
0.04371494176981974,UCD-0159258,Healthy,Angiogenesis
0.0647189463307911,UCD-0159258,Healthy,Angiogenesis
-0.01754987790613987,UCD-0159258,Healthy,Angiogenesis
-0.11984988817671569,UCD-0159258,Healthy,Angiogenesis
-0.12202631496073872,UCD-0159258,Healthy,Angiogenesis
-0.09044866905299505,UCD-0159258,Healthy,Angiogenesis
-0.1233921752184016,UCD-0159258,Healthy,Angiogenesis
-0.1708004002037237,UCD-0159258,Healthy,Angiogenesis
-0.2673541962879616,UCD-0159258,Healthy,Angiogenesis
-0.21216659575508,UCD-0159258,Healthy,Angiogenesis
-0.1983454508357149,UCD-0159258,Healthy,Angiogenesis
-0.04811647936324292,UCD-0159258,Healthy,Angiogenesis
-0.014786163055779993,UCD-0159258,Healthy,Angiogenesis
7.607749174290457e-05,UCD-0159258,Healthy,Angiogenesis
-0.06597839785178776,UCD-0159258,Healthy,Angiogenesis
-0.02430240448144033,UCD-0159258,Healthy,Angiogenesis
-0.017904611310911506,UCD-0159258,Healthy,Angiogenesis
0.004426582744724645,UCD-0159258,Healthy,Angiogenesis
-0.012963038181319619,UCD-0159258,Healthy,Angiogenesis
-0.053083591063853,UCD-0159258,Healthy,Angiogenesis
-0.12334604629029383,UCD-0159258,Healthy,Angiogenesis
-0.07792899404121596,UCD-0159258,Healthy,Angiogenesis
-0.05005823268118237,UCD-0159258,Healthy,Angiogenesis
-0.16252676895094326,UCD-0159258,Healthy,Angiogenesis
-0.2146216035721236,UCD-0159258,Healthy,Angiogenesis
-0.24294385851575773,UCD-0159258,Healthy,Angiogenesis
-0.17479358005143777,UCD-0159258,Healthy,Angiogenesis
0.11426379102133644,UCD-0159258,Healthy,Angiogenesis
0.033744457182169035,UCD-0159258,Healthy,Angiogenesis
0.13239245726378226,UCD-0159258,Healthy,Angiogenesis
0.09794827569331817,UCD-0159258,Healthy,Angiogenesis
0.18605988516410032,UCD-0159258,Healthy,Angiogenesis
0.11089943396159621,UCD-0159258,Healthy,Angiogenesis
0.19641554023009852,UCD-0159258,Healthy,Angiogenesis
0.14580988120587302,UCD-0159258,Healthy,Angiogenesis
-0.06018913248036763,UCD-0159258,Healthy,Angiogenesis
-0.0821118079057605,UCD-0159258,Healthy,Angiogenesis
-0.05778786002149582,UCD-0159258,Healthy,Angiogenesis
-0.06570984801021935,UCD-0159258,Healthy,Angiogenesis
-0.045883747367294815,UCD-0159258,Healthy,Angiogenesis
-0.1328563253975761,UCD-0159258,Healthy,Angiogenesis
-0.11174182119210094,UCD-0159258,Healthy,Angiogenesis
-0.023165810874619188,UCD-0159258,Healthy,Angiogenesis
-0.012426658642592221,UCD-0159258,Healthy,Angiogenesis
0.028272981401164198,UCD-0159258,Healthy,Angiogenesis
0.09357863769580824,UCD-0159258,Healthy,Angiogenesis
-0.04243461322447347,UCD-0159258,Healthy,Angiogenesis
-0.03126944798677553,UCD-0159258,Healthy,Angiogenesis
-0.02709549350082062,UCD-0159258,Healthy,Angiogenesis
0.033548335919733815,UCD-0159258,Healthy,Angiogenesis
-0.04580656294583522,UCD-0159258,Healthy,Angiogenesis
-0.14317215859528692,UCD-0159258,Healthy,Angiogenesis
-0.1573292105095892,UCD-0159258,Healthy,Angiogenesis
-0.1028807589784387,UCD-0159258,Healthy,Angiogenesis
-0.14422003390628796,UCD-0159258,Healthy,Angiogenesis
-0.16837574134769417,UCD-0159258,Healthy,Angiogenesis
-0.11804815544562207,UCD-0159258,Healthy,Angiogenesis
-0.1228411433010635,UCD-0159258,Healthy,Angiogenesis
-0.18533004070292936,UCD-0159258,Healthy,Angiogenesis
-0.0971162280499336,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.0044399868860472156,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.09018694389908784,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.05773732760835035,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.01593505423914211,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.08977354208182434,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.07272632428854002,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.14798893569152535,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.08736974300010004,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.007151843224576735,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.0865958493780625,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.08332579410958604,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.1591428472162523,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.07923394066733278,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.04677342233019278,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.03859142813608994,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.15494356521552044,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.04893540585386756,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.13529456138038232,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.026257388254559023,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.19126138570643755,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.10654276491329932,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.16905190631788483,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.05057197687173245,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.2279464198944309,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.17203188915314457,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.2364088706185476,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.08321202126794291,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.36894347977721303,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.3819530161195712,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.2574968099410721,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.27824148631257944,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.12763115854487173,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.18707628393946552,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.13581439561318825,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.2302191894000444,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.3221132087354894,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.35016631915938806,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.015226180084879123,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.347704788967402,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.22513274748452747,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.23877289575479482,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.031268122287457734,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.31737276051790364,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.26341117589335333,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.21721990316668843,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.05829470568801023,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.26917946169613766,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.14517170805073518,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.2088172474509858,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.025487639951478586,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.2584079449709884,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.014176162607180832,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.039951037538776,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.06405631607043817,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.098643216552414,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.031837399090836105,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.00996547604385026,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.006163262624080002,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.06806739142381901,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.1854828123530865,UCD-0159259,Healthy,PI3K/Akt/mTOR
-0.09242895839571724,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.1287863129619751,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.02512417099105958,UCD-0159259,Healthy,PI3K/Akt/mTOR
0.38741544043530307,UCD-0159261,Healthy,Others
0.3912254663639139,UCD-0159261,Healthy,Others
0.3712794536041091,UCD-0159261,Healthy,Others
0.38017773835386764,UCD-0159261,Healthy,Others
0.37294883034371246,UCD-0159261,Healthy,Others
0.3862568016339213,UCD-0159261,Healthy,Others
0.33605077989531723,UCD-0159261,Healthy,Others
0.3643269379340563,UCD-0159261,Healthy,Others
0.372904156441231,UCD-0159261,Healthy,Others
0.38851015927394594,UCD-0159261,Healthy,Others
0.3394483093365848,UCD-0159261,Healthy,Others
0.35577514830537094,UCD-0159261,Healthy,Others
0.22118665083412434,UCD-0159261,Healthy,Others
0.21659908102387518,UCD-0159261,Healthy,Others
0.21866955666972446,UCD-0159261,Healthy,Others
0.21296059465131637,UCD-0159261,Healthy,Others
0.34473707711378365,UCD-0159261,Healthy,Others
0.3432232426787053,UCD-0159261,Healthy,Others
0.3280663030288604,UCD-0159261,Healthy,Others
0.3306028144578442,UCD-0159261,Healthy,Others
0.47469729738397015,UCD-0159261,Healthy,Others
0.4806022915996978,UCD-0159261,Healthy,Others
0.45251565992894066,UCD-0159261,Healthy,Others
0.4697908948124398,UCD-0159261,Healthy,Others
0.46039232511932143,UCD-0159261,Healthy,Others
0.46283560832914367,UCD-0159261,Healthy,Others
0.4522193378663737,UCD-0159261,Healthy,Others
0.4518537534311732,UCD-0159261,Healthy,Others
0.5022895535468557,UCD-0159261,Healthy,Others
0.47651421060085863,UCD-0159261,Healthy,Others
0.4934943589774311,UCD-0159261,Healthy,Others
0.47552644705370145,UCD-0159261,Healthy,Others
0.34490798175182574,UCD-0159261,Healthy,Others
0.3840504258769094,UCD-0159261,Healthy,Others
0.35749735011338024,UCD-0159261,Healthy,Others
0.3598009631831779,UCD-0159261,Healthy,Others
0.18346957933207544,UCD-0159261,Healthy,Others
0.2032240244661942,UCD-0159261,Healthy,Others
0.19682002910831914,UCD-0159261,Healthy,Others
0.19373167469610938,UCD-0159261,Healthy,Others
0.2862721820907296,UCD-0159261,Healthy,Others
0.3222054081776286,UCD-0159261,Healthy,Others
0.28399636304292053,UCD-0159261,Healthy,Others
0.28542270573411976,UCD-0159261,Healthy,Others
0.3155821545047765,UCD-0159261,Healthy,Others
0.371861884818389,UCD-0159261,Healthy,Others
0.32900265181657784,UCD-0159261,Healthy,Others
0.35652392005757877,UCD-0159261,Healthy,Others
0.24066792103144527,UCD-0159261,Healthy,Others
0.2516030784565248,UCD-0159261,Healthy,Others
0.21560152455633322,UCD-0159261,Healthy,Others
0.22514120773087537,UCD-0159261,Healthy,Others
0.3586372238296635,UCD-0159261,Healthy,Others
0.3543825246194223,UCD-0159261,Healthy,Others
0.3463366104142604,UCD-0159261,Healthy,Others
0.33083036597087345,UCD-0159261,Healthy,Others
0.34505934651403,UCD-0159261,Healthy,Others
0.35411789471138766,UCD-0159261,Healthy,Others
0.32205548243840504,UCD-0159261,Healthy,Others
0.3243158755454449,UCD-0159261,Healthy,Others
0.2660521578765767,UCD-0159261,Healthy,Others
0.24251877475962513,UCD-0159261,Healthy,Others
0.2232523404437002,UCD-0159261,Healthy,Others
0.21451226993208392,UCD-0159261,Healthy,Others
0.38912481292650414,UCD-0159262,Healthy,Others
0.3177086881687123,UCD-0159262,Healthy,Others
0.37930344687894896,UCD-0159262,Healthy,Others
0.34109836433060814,UCD-0159262,Healthy,Others
0.38024035368694703,UCD-0159262,Healthy,Others
0.3651347162242662,UCD-0159262,Healthy,Others
0.39465415788439856,UCD-0159262,Healthy,Others
0.3629794676403514,UCD-0159262,Healthy,Others
0.41499474903312744,UCD-0159262,Healthy,Others
0.3938053779090557,UCD-0159262,Healthy,Others
0.4056385657540359,UCD-0159262,Healthy,Others
0.4085514447772614,UCD-0159262,Healthy,Others
0.2550205847541345,UCD-0159262,Healthy,Others
0.25544928116601534,UCD-0159262,Healthy,Others
0.23467606205870375,UCD-0159262,Healthy,Others
0.24715160474841813,UCD-0159262,Healthy,Others
0.34734260463829,UCD-0159262,Healthy,Others
0.3463976316080224,UCD-0159262,Healthy,Others
0.3641231074668965,UCD-0159262,Healthy,Others
0.3367363023426325,UCD-0159262,Healthy,Others
0.4704920064545653,UCD-0159262,Healthy,Others
0.4317872336434259,UCD-0159262,Healthy,Others
0.45561657710017434,UCD-0159262,Healthy,Others
0.4151087757268282,UCD-0159262,Healthy,Others
0.4684242944800166,UCD-0159262,Healthy,Others
0.41423440244745896,UCD-0159262,Healthy,Others
0.4359274901993526,UCD-0159262,Healthy,Others
0.41701827242804135,UCD-0159262,Healthy,Others
0.5500314004375838,UCD-0159262,Healthy,Others
0.5838439969792828,UCD-0159262,Healthy,Others
0.5177091120367587,UCD-0159262,Healthy,Others
0.5329420097447954,UCD-0159262,Healthy,Others
0.24975629080824516,UCD-0159262,Healthy,Others
0.17719730568669703,UCD-0159262,Healthy,Others
0.23609264522657256,UCD-0159262,Healthy,Others
0.22606736955147164,UCD-0159262,Healthy,Others
0.17071705124096329,UCD-0159262,Healthy,Others
0.1202610042954603,UCD-0159262,Healthy,Others
0.17833879008414658,UCD-0159262,Healthy,Others
0.13476132265386884,UCD-0159262,Healthy,Others
0.3037582456701783,UCD-0159262,Healthy,Others
0.2929949902540833,UCD-0159262,Healthy,Others
0.31509553058128853,UCD-0159262,Healthy,Others
0.31923251566074307,UCD-0159262,Healthy,Others
0.32499628269660336,UCD-0159262,Healthy,Others
0.3030868862955032,UCD-0159262,Healthy,Others
0.32018869711321457,UCD-0159262,Healthy,Others
0.34819533336778635,UCD-0159262,Healthy,Others
0.2632134194461636,UCD-0159262,Healthy,Others
0.23643182177017502,UCD-0159262,Healthy,Others
0.27914265222632556,UCD-0159262,Healthy,Others
0.2598195725599505,UCD-0159262,Healthy,Others
0.3836632601413574,UCD-0159262,Healthy,Others
0.34749933522457477,UCD-0159262,Healthy,Others
0.39684750169759225,UCD-0159262,Healthy,Others
0.3740009438255847,UCD-0159262,Healthy,Others
0.3634473488268487,UCD-0159262,Healthy,Others
0.3309438431846474,UCD-0159262,Healthy,Others
0.3545201348714695,UCD-0159262,Healthy,Others
0.3378166090026697,UCD-0159262,Healthy,Others
0.3466011190998303,UCD-0159262,Healthy,Others
0.34424889046530444,UCD-0159262,Healthy,Others
0.33822306046688416,UCD-0159262,Healthy,Others
0.30489459251640516,UCD-0159262,Healthy,Others
0.27224749484263805,UCD-0159263,Healthy,Others
0.2541634533125317,UCD-0159263,Healthy,Others
0.24935368944068498,UCD-0159263,Healthy,Others
0.18403546937379295,UCD-0159263,Healthy,Others
0.2886912097202076,UCD-0159263,Healthy,Others
0.1865876275482789,UCD-0159263,Healthy,Others
0.2864613025126243,UCD-0159263,Healthy,Others
0.15945696729328152,UCD-0159263,Healthy,Others
0.35519899931830806,UCD-0159263,Healthy,Others
0.26468984142622914,UCD-0159263,Healthy,Others
0.34702703493590714,UCD-0159263,Healthy,Others
0.22117232582155252,UCD-0159263,Healthy,Others
0.43790140522314436,UCD-0159263,Healthy,Others
0.34673830059937555,UCD-0159263,Healthy,Others
0.3117493548229026,UCD-0159263,Healthy,Others
0.26580434132151876,UCD-0159263,Healthy,Others
0.23536667836569866,UCD-0159263,Healthy,Others
0.16967461647179416,UCD-0159263,Healthy,Others
0.15434660717418386,UCD-0159263,Healthy,Others
0.11068697067075067,UCD-0159263,Healthy,Others
0.20916613624056074,UCD-0159263,Healthy,Others
0.18670953521602462,UCD-0159263,Healthy,Others
0.20384207052343978,UCD-0159263,Healthy,Others
0.09763197118849004,UCD-0159263,Healthy,Others
0.3070111004834423,UCD-0159263,Healthy,Others
0.3126248887892958,UCD-0159263,Healthy,Others
0.25882974561196587,UCD-0159263,Healthy,Others
0.16594796860029415,UCD-0159263,Healthy,Others
0.19296882904513418,UCD-0159263,Healthy,Others
0.16706176826055114,UCD-0159263,Healthy,Others
0.10321662834514356,UCD-0159263,Healthy,Others
0.08162811712238582,UCD-0159263,Healthy,Others
0.3848529387878629,UCD-0159263,Healthy,Others
0.3510503719928392,UCD-0159263,Healthy,Others
0.262764089854858,UCD-0159263,Healthy,Others
0.28172177192667536,UCD-0159263,Healthy,Others
0.45240990083493166,UCD-0159263,Healthy,Others
